q_id,layer,baseline_layer,super_layer,acc_base_baseline,acc_base_super,diff_acc_base,acc_with_baseline,acc_with_super,diff_acc_with,delta_acc_baseline,delta_acc_super,diff_delta_acc,mean_delta_logprob_baseline,mean_delta_logprob_super,diff_mean_delta_logprob,mean_delta_p_baseline,mean_delta_p_super,diff_mean_delta_p,mean_delta_logit_baseline,mean_delta_logit_super,diff_mean_delta_logit
Q16,16,16,16,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,2.797329807281494,1.6029627799987793,-1.1943670272827147,0.03913758754497394,0.013496359915006906,-0.025641227629967036,3.7794921875,1.9751953125,-1.804296875
Q16,17,17,17,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,2.185095024108887,1.228217315673828,-0.9568777084350588,0.025788165675476194,0.00830783689452801,-0.017480328780948184,2.9482421875,1.4888671875,-1.459375
Q16,18,18,18,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,2.0126914978027344,1.062492275238037,-0.9501992225646974,0.020602803910151124,0.0064879366924287755,-0.014114867217722349,2.7927734375,1.4466796875,-1.34609375
Q16,19,19,19,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,1.4500762939453125,0.6908992767333985,-0.759177017211914,0.009505682595772669,0.0027019566477974877,-0.006803725947975181,2.0080078125,0.9462890625,-1.0617187499999998
Q16,20,20,20,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,1.320536231994629,0.6229252815246582,-0.6976109504699708,0.006498115780414082,0.0006746073137037456,-0.005823508466710336,1.6923828125,0.9482421875,-0.744140625
Q16,21,21,21,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.9912442207336426,0.39908485412597655,-0.5921593666076661,0.0023593500838615,-0.0011163218456204048,-0.0034756719294819047,1.2962890625,0.7314453125,-0.5648437500000001
Q16,22,22,22,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.8765547752380372,0.3131132125854492,-0.5634415626525879,0.0037613219290506096,0.0004564614733681083,-0.0033048604556825015,1.2591796875,0.7240234375,-0.5351562500000001
Q16,23,23,23,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.6745152473449707,0.16120672225952148,-0.5133085250854492,0.0032488207143615,-0.00026835039097932166,-0.0035171711053408215,1.1654296875,0.6884765625,-0.4769531250000001
Q16,24,24,24,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.660794448852539,0.19249839782714845,-0.46829605102539057,0.002255038233124651,-0.0002786673838272691,-0.0025337056169519204,1.1169921875,0.7345703125,-0.3824218749999999
Q16,25,25,25,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.6610692024230957,0.2164091110229492,-0.4446600914001465,0.0006878551619593054,-0.0014029547906829975,-0.0020908099526423026,0.9646484375,0.6291015625,-0.3355468749999999
Q16,26,26,26,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.5714863777160645,0.21044960021972656,-0.3610367774963379,0.0026093241714988833,0.0009201051245327108,-0.0016892190469661725,0.9548828125,0.7275390625,-0.22734374999999996
Q16,27,27,27,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.3992597579956055,0.06424808502197266,-0.3350116729736328,0.0020308047656726557,0.00019047539972234518,-0.0018403293659503106,0.4623046875,0.3041015625,-0.158203125
Q16,28,28,28,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.36756458282470705,0.07197065353393554,-0.2955939292907715,0.003038856166676851,0.00023138868782552892,-0.002807467478851322,0.5337890625,0.4048828125,-0.12890625
Q16,29,29,29,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.2333353042602539,-0.02881031036376953,-0.2621456146240234,0.0283797351999965,0.014415816898690537,-0.013963918301305965,0.8138671875,0.5337890625,-0.28007812499999996
Q16,30,30,30,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,-0.15075998306274413,-0.47946653366088865,-0.3287065505981445,0.03740877284508315,0.031501259889046195,-0.005907512956036955,1.0333984375,0.6576171875,-0.37578125000000007
Q16,31,31,31,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,-0.3777522087097168,-0.6819637298583985,-0.30421152114868166,0.010369129924947628,0.007405296991419163,-0.002963832933528465,0.4974609375,0.1662109375,-0.33125
Q17,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2554764747619629,0.020619583129882813,0.2760960578918457,0.008693935772970462,0.006353887566501726,-0.002340048206468736,1.218115234375,1.04296875,-0.1751464843749999
Q17,1,1,1,0.0,0.0,0.0,0.1,0.0,-0.1,0.1,0.0,-0.1,0.7742152214050293,0.38909521102905276,-0.38512001037597654,0.04465737401071124,0.01577060215320216,-0.028886771857509076,2.623486328125,2.11103515625,-0.512451171875
Q17,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5600922584533692,-1.5165407180786132,0.04355154037475595,0.01411622940631858,0.003249688843411036,-0.010866540562907544,1.908349609375,1.43466796875,-0.4736816406250002
Q17,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4973565101623536,-2.1423871994018553,0.3549693107604983,0.0017619099949804707,-0.0001541082660779125,-0.0019160182610583833,1.3240234375,1.1568359375,-0.16718750000000004
Q17,4,4,4,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.1,0.0,-1.6399619102478027,-0.22682590484619142,1.4131360054016113,0.024878403386334468,0.022401431611990576,-0.0024769717743438925,1.863232421875,2.16123046875,0.29799804687499987
Q17,5,5,5,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.1,0.0,-0.7014368057250977,1.0408437728881836,1.7422805786132813,0.019772468050503277,0.026109231903171805,0.006336763852668528,1.93564453125,2.44609375,0.5104492187500003
Q17,6,6,6,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.1,0.0,0.003609180450439453,1.616096591949463,1.6124874114990235,0.019308642808391598,0.027312312097046744,0.008003669288655146,1.83603515625,2.50126953125,0.6652343750000003
Q17,7,7,7,0.0,0.0,0.0,0.1,0.3,0.19999999999999998,0.1,0.3,0.19999999999999998,1.1557750701904297,2.6347071647644045,1.4789320945739748,0.024322338898946326,0.0461989088304108,0.021876569931464473,3.02236328125,3.57802734375,0.5556640625
Q17,8,8,8,0.0,0.0,0.0,0.2,0.3,0.09999999999999998,0.2,0.3,0.09999999999999998,1.7876669883728027,2.7675491333007813,0.9798821449279786,0.040601049601582416,0.05352441103023011,0.012923361428647695,4.05244140625,4.18037109375,0.1279296875
Q17,9,9,9,0.0,0.0,0.0,0.4,0.4,0.0,0.4,0.4,0.0,3.2025282859802244,3.044656181335449,-0.1578721046447753,0.08734953453968046,0.06640219900655212,-0.020947335533128345,5.29677734375,4.66318359375,-0.6335937499999993
Q17,10,10,10,0.0,0.0,0.0,0.5,0.3,-0.2,0.5,0.3,-0.2,3.7082426071166994,3.2195786476135253,-0.4886639595031741,0.13965928462348529,0.08493761023710249,-0.0547216743863828,5.59677734375,4.78349609375,-0.8132812500000002
Q17,11,11,11,0.0,0.0,0.0,0.4,0.3,-0.10000000000000003,0.4,0.3,-0.10000000000000003,3.6333242416381837,3.097606563568115,-0.5357176780700685,0.15230212267561,0.08255444680908113,-0.06974767586652887,5.13193359375,4.30771484375,-0.82421875
Q17,12,12,12,0.0,0.0,0.0,0.5,0.3,-0.2,0.5,0.3,-0.2,3.9515193939208983,3.339124584197998,-0.6123948097229004,0.20203710733694608,0.1062459568544,-0.09579115048254608,6.43271484375,5.45419921875,-0.978515625
Q17,13,13,13,0.0,0.0,0.0,0.5,0.4,-0.09999999999999998,0.5,0.4,-0.09999999999999998,4.053146934509277,3.558467483520508,-0.4946794509887691,0.21594523979510996,0.11826087805166026,-0.0976843617434497,6.62998046875,5.80185546875,-0.828125
Q17,14,14,14,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0,3.971119689941406,3.6817398071289062,-0.2893798828124998,0.18997371995574214,0.11492863184466842,-0.07504508811107372,6.24521484375,5.67646484375,-0.5687500000000005
Q17,15,15,15,0.0,0.0,0.0,0.5,0.4,-0.09999999999999998,0.5,0.4,-0.09999999999999998,3.425315189361572,3.0589908599853515,-0.3663243293762206,0.11557100211139186,0.0657506490497326,-0.04982035306165926,5.04755859375,4.44169921875,-0.6058593749999996
Q17,16,16,16,0.0,0.0,0.0,0.4,0.2,-0.2,0.4,0.2,-0.2,2.8523255348205567,2.4452564239501955,-0.40706911087036124,0.06645937137873262,0.03778391583400662,-0.028675455544725996,4.09541015625,3.47451171875,-0.6208984374999997
Q17,17,17,17,0.0,0.0,0.0,0.1,0.0,-0.1,0.1,0.0,-0.1,2.1489596366882324,1.7312623977661132,-0.4176972389221192,0.0335004419030156,0.018914768282411388,-0.01458567362060421,3.11103515625,2.57880859375,-0.5322265625
Q17,18,18,18,0.0,0.0,0.0,0.1,0.0,-0.1,0.1,0.0,-0.1,2.0074368476867677,1.6525558471679687,-0.354881000518799,0.026041316781629575,0.015378233031515264,-0.010663083750114311,3.06552734375,2.50556640625,-0.5599609375000001
Q17,19,19,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5742532730102539,1.245095920562744,-0.32915735244750977,0.014337111882196042,0.008759981196999434,-0.005577130685196607,2.45693359375,1.91298828125,-0.5439453125
Q17,20,20,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.602932071685791,1.2664440155029297,-0.3364880561828614,0.012925404734778568,0.008005772240358056,-0.004919632494420512,2.43232421875,1.95341796875,-0.47890624999999987
Q17,21,21,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.127425193786621,0.8727302551269531,-0.25469493865966797,0.0069790208195627205,0.00483880231367948,-0.002140218505883241,1.87666015625,1.43759765625,-0.43906250000000013
Q17,22,22,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8839862823486329,0.7038603782653808,-0.18012590408325202,0.004212203767383471,0.0030456574415438807,-0.0011665463258395906,1.75966796875,1.37197265625,-0.3876953125
Q17,23,23,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7129154205322266,0.5682864189147949,-0.14462900161743164,0.003291657500449219,0.0024879551910999,-0.000803702309349319,1.74326171875,1.39970703125,-0.34355468749999996
Q17,24,24,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7112468719482422,0.5740684509277344,-0.1371784210205078,0.002619668104307493,0.0020828321343287826,-0.0005368359699787105,1.68896484375,1.33095703125,-0.3580078124999999
Q17,25,25,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7090095520019531,0.5951471328735352,-0.11386241912841799,0.0024546136090066286,0.0021018893792643214,-0.0003527242297423072,1.37568359375,1.12880859375,-0.24687499999999996
Q17,26,26,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5613583564758301,0.4912540435791016,-0.07010431289672853,0.0018510739668272437,0.001715200639955583,-0.0001358733268716607,1.26552734375,1.10126953125,-0.16425781250000004
Q17,27,27,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5138957977294922,0.44174890518188475,-0.07214689254760748,0.0017101111636293354,0.0014947985036997125,-0.00021531265992962294,1.17373046875,0.88837890625,-0.28535156250000004
Q17,28,28,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33748722076416016,0.27393083572387694,-0.06355638504028321,0.0010099891871504952,0.0008027263753319858,-0.00020726281181850938,1.24228515625,0.93876953125,-0.30351562499999996
Q17,29,29,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08035173416137695,-0.12378454208374023,-0.04343280792236329,0.0005559548630117206,0.0003753375327505637,-0.00018061733026115685,0.92783203125,0.72412109375,-0.20371093750000002
Q17,30,30,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8702900886535645,-0.8575364112854004,0.012753677368164129,-0.0004762150610076787,-0.0004388081871184113,3.74068738892674e-05,0.923828125,0.82705078125,-0.09677734375000002
Q17,31,31,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9339104652404785,-0.8997653007507325,0.03414516448974603,-0.0009865175776212708,-0.0009202546181768412,6.62629594444296e-05,0.16181640625,0.1357421875,-0.02607421874999999
Q18,0,0,0,0.0,0.0,0.0,0.3,0.0,-0.3,0.3,0.0,-0.3,4.285797119140625,1.0438141822814941,-3.241982936859131,0.0883090876373899,0.00477961393962687,-0.08352947369776303,4.17001953125,1.79189453125,-2.3781250000000003
Q18,1,1,1,0.0,0.0,0.0,0.3,0.0,-0.3,0.3,0.0,-0.3,4.105227375030518,1.4142747879028321,-2.690952587127686,0.04323053818188782,0.009889049765115487,-0.033341488416772334,3.80009765625,2.78603515625,-1.0140625
Q18,2,2,2,0.0,0.0,0.0,0.3,0.0,-0.3,0.3,0.0,-0.3,4.544788932800293,-0.7272848129272461,-5.272073745727539,0.12883557712011678,0.0013826868566411577,-0.12745289026347562,4.78525390625,1.78916015625,-2.9960937500000004
Q18,3,3,3,0.0,0.0,0.0,0.3,0.0,-0.3,0.3,0.0,-0.3,4.35416316986084,-0.8776223182678222,-5.231785488128662,0.0735438214684109,0.0010628217303747078,-0.07248099973803619,4.40869140625,1.75830078125,-2.650390625
Q18,4,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.282146453857422,1.1690500259399415,-2.1130964279174806,0.011560275005103903,0.009844915162102553,-0.0017153598430013507,3.11142578125,2.61181640625,-0.4996093749999999
Q18,5,5,5,0.0,0.0,0.0,0.3,0.1,-0.19999999999999998,0.3,0.1,-0.19999999999999998,3.848093032836914,1.872713851928711,-1.975379180908203,0.028593366844506817,0.00941793173624319,-0.019175435108263625,3.72861328125,2.58056640625,-1.148046875
Q18,6,6,6,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.1,3.547056770324707,2.544005298614502,-1.0030514717102053,0.01668744609451096,0.015383124608706566,-0.0013043214858043939,3.23798828125,2.99462890625,-0.24335937499999982
Q18,7,7,7,0.0,0.0,0.0,0.2,0.1,-0.1,0.2,0.1,-0.1,3.8102505683898924,2.7225937843322754,-1.087656784057617,0.030438266951750847,0.013988818783036549,-0.016449448168714298,3.74814453125,3.22822265625,-0.5199218750000001
Q18,8,8,8,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.1,0.0,3.8730045318603517,2.4983872413635253,-1.3746172904968263,0.03342848468855664,0.008533622807226493,-0.024894861881330145,3.83837890625,3.40712890625,-0.4312499999999999
Q18,9,9,9,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.1,0.0,4.01060791015625,2.5745241165161135,-1.4360837936401367,0.033040781928502835,0.01376710163858661,-0.019273680289916224,3.91494140625,3.89892578125,-0.01601562500000009
Q18,10,10,10,0.0,0.0,0.0,0.4,0.1,-0.30000000000000004,0.4,0.1,-0.30000000000000004,4.455965328216553,2.2369346618652344,-2.219030666351318,0.06365117512577853,0.008446419007668737,-0.05520475611810979,4.91884765625,3.59228515625,-1.3265624999999996
Q18,11,11,11,0.0,0.0,0.0,0.3,0.1,-0.19999999999999998,0.3,0.1,-0.19999999999999998,4.389924812316894,1.8870628356933594,-2.502861976623535,0.056490386080622554,0.006677902734008967,-0.04981248334661359,4.69033203125,3.17353515625,-1.5167968749999998
Q18,12,12,12,0.0,0.0,0.0,0.3,0.0,-0.3,0.3,0.0,-0.3,4.689811325073242,2.0002558708190916,-2.68955545425415,0.10180977179952606,0.010603915938918362,-0.0912058558606077,5.46650390625,3.95791015625,-1.5085937499999997
Q18,13,13,13,0.0,0.0,0.0,0.3,0.1,-0.19999999999999998,0.3,0.1,-0.19999999999999998,4.648955917358398,2.510701084136963,-2.1382548332214353,0.0882081836938596,0.017542021566987386,-0.07066616212687221,5.45322265625,4.67509765625,-0.7781250000000002
Q18,14,14,14,0.0,0.0,0.0,0.4,0.1,-0.30000000000000004,0.4,0.1,-0.30000000000000004,4.946317863464356,2.9269227027893066,-2.019395160675049,0.09705719241865154,0.023247860747142114,-0.07380933167150944,6.20087890625,4.91376953125,-1.287109375
Q18,15,15,15,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.1,0.0,4.1260809898376465,2.5604435920715334,-1.565637397766113,0.03528066115504771,0.009647212766503798,-0.02563344838854391,4.92666015625,3.88525390625,-1.0414062499999996
Q18,16,16,16,0.0,0.0,0.0,0.1,0.0,-0.1,0.1,0.0,-0.1,3.4865540504455566,1.924569797515869,-1.5619842529296875,0.017507485735040972,0.003834611015554401,-0.01367287471948657,4.27392578125,2.84892578125,-1.4249999999999998
Q18,17,17,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.577441692352295,1.47225980758667,-1.105181884765625,0.005643522158425185,0.0019733698525669753,-0.0036701523058582097,3.37744140625,2.29384765625,-1.08359375
Q18,18,18,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4249911308288574,1.6507575988769532,-0.7742335319519043,0.004275853330545943,0.0021132255915290443,-0.0021626277390168983,3.18251953125,2.43056640625,-0.751953125
Q18,19,19,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.018938446044922,1.1844753265380858,-0.8344631195068359,0.0025285641644586577,0.0010152542043215362,-0.0015133099601371215,2.60751953125,1.77236328125,-0.8351562499999998
Q18,20,20,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.74521484375,1.0887226104736327,-0.6564922332763672,0.0017121968772698891,0.0009838418827712303,-0.0007283549944986588,2.35908203125,1.80595703125,-0.5531249999999999
Q18,21,21,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3151777267456055,0.8423292160034179,-0.4728485107421876,0.0011332363650581102,0.0008657823684188771,-0.0002674539966392331,1.68427734375,1.47763671875,-0.20664062500000013
Q18,22,22,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.068247127532959,0.7216876983642578,-0.3465594291687012,0.0007748736523353727,0.0005794547647383297,-0.000195418887597043,1.36513671875,1.45869140625,0.09355468749999996
Q18,23,23,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8750827789306641,0.6801249504089355,-0.1949578285217286,0.0005590101278357906,0.0005852161506481934,2.6206022812402764e-05,1.12783203125,1.49326171875,0.3654296874999998
Q18,24,24,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8289595603942871,0.6883787155151367,-0.14058084487915035,0.00046421570332313424,0.0005421459041826893,7.793020085955504e-05,1.10986328125,1.51083984375,0.4009765624999999
Q18,25,25,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.750068473815918,0.7282289505004883,-0.02183952331542971,0.0004067149642651202,0.0006243699976039352,0.00021765503333881497,1.01806640625,1.32607421875,0.3080078125000001
Q18,26,26,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6762319564819336,0.5754408836364746,-0.10079107284545896,0.00037245704843371643,0.0004975465853931382,0.0001250895369594218,0.92998046875,1.23779296875,0.30781250000000004
Q18,27,27,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.559669017791748,0.38273468017578127,-0.17693433761596677,0.00025619449188525324,0.00023278667031263468,-2.340782157261856e-05,0.79853515625,0.89013671875,0.09160156249999996
Q18,28,28,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.506717300415039,0.2087850570678711,-0.29793224334716795,0.00023973970019142143,0.00016365777664759663,-7.608192354382481e-05,0.74228515625,0.90263671875,0.16035156249999993
Q18,29,29,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4498003005981445,-0.1825345993041992,-0.6323348999023437,0.0001935289557877695,-3.882960427290527e-05,-0.00023235856006067478,0.58251953125,0.60302734375,0.0205078125
Q18,30,30,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3255773544311523,-0.9958398818969727,-1.321417236328125,0.00013056364805379416,-0.00018449190256433212,-0.00031505555061812625,0.41767578125,0.48837890625,0.07070312500000003
Q18,31,31,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0757533073425293,-1.0050475120544433,-1.0808008193969727,3.3996176352957266e-05,-0.00019987040732303286,-0.00023386658367599014,0.06474609375,-0.04951171875,-0.1142578125
