layer,head,n_trials,mean_delta_p,std_delta_p,mean_abs_delta_p
30,3,50,-3.999829277745448e-05,0.00022566916595678777,7.22587137715891e-05
26,7,50,-3.4924745705211535e-05,0.0002517705434001982,7.208943134173751e-05
3,23,50,-8.877515938365832e-06,0.00017948271124623716,7.200121763162315e-05
1,11,50,-2.3268461518455297e-05,0.000279188941931352,7.183432899182662e-05
21,16,50,4.428386819199659e-05,0.00023520091781392694,7.181644468801096e-05
1,30,50,-6.253361789276823e-05,0.00026673931279219687,7.178425585152581e-05
21,0,50,4.037737744511105e-05,0.00018081505550071597,7.169127638917416e-05
3,31,50,1.8572807221062249e-06,0.00021800686954520643,7.162093970691785e-05
3,17,50,-4.5746564865112305e-05,0.00023499372764490545,7.158398511819541e-05
20,30,50,-4.348754737293348e-05,0.0003232124727219343,7.144451228668913e-05
28,8,50,-1.639723814150784e-05,0.00024921944714151323,7.109522994142026e-05
24,2,50,-4.014611113234423e-05,0.00028156640473753214,7.093548629200086e-05
3,6,50,-2.7073621822637506e-05,0.0002064087166218087,7.07519066054374e-05
6,8,50,-3.9662121707806364e-05,0.0002446907456032932,7.062315853545442e-05
5,0,50,-4.225731026963331e-05,0.00022710589109919965,7.022857607807964e-05
7,16,50,-3.70705129171256e-05,0.00019944715313613415,6.998181197559461e-05
20,18,50,-9.4616416390636e-06,0.00023525023425463587,6.991028931224719e-05
26,2,50,-2.1394491341197863e-05,0.00023621843138244003,6.975054566282779e-05
26,25,50,-6.0446262068580836e-05,0.000351294205756858,6.973504787310958e-05
3,13,50,-3.581166311050765e-05,0.0001886137033579871,6.968140951357782e-05
19,4,50,-6.825566379120573e-05,0.00021317093342076987,6.966471846681088e-05
6,20,50,3.99589544031187e-06,0.00019135215552523732,6.963491614442319e-05
1,23,50,-1.6746520486776717e-05,0.00023658941790927202,6.927728827577084e-05
23,16,50,-4.0965082007460296e-05,0.0002852488833013922,6.909370131324977e-05
24,13,50,2.9982327760080807e-05,0.00018606836965773255,6.90448287059553e-05
1,22,50,-1.3306141227076296e-05,0.0001989626616705209,6.886005576234311e-05
22,7,50,-2.079606019833591e-05,0.00019964491366408765,6.882071465952322e-05
23,3,50,3.000497781613376e-05,0.00020346668316051364,6.876706902403384e-05
26,4,50,-6.268620199989527e-05,0.00028774439124390483,6.851077341707423e-05
19,31,50,-2.065181797661353e-05,0.00019352011440787464,6.849288911325857e-05
0,23,50,-1.8799304598360322e-05,0.000201556904357858,6.846189353382215e-05
26,11,50,-3.911733801942319e-05,0.00023076895740814507,6.811857019783929e-05
24,10,50,-6.0706137446686625e-05,0.00027587960357777774,6.807089084759355e-05
27,27,50,-5.423545735538937e-05,0.0002176011330448091,6.787299935240299e-05
27,19,50,8.368492103727476e-07,0.00027754082111641765,6.777286762371659e-05
4,5,50,-8.455514944216702e-06,0.00020214312826283276,6.770729669369757e-05
19,21,50,3.457546335994266e-05,0.0001703041634755209,6.770372419850901e-05
17,11,50,7.030963843135396e-06,0.0002049201721092686,6.755590584361926e-05
27,23,50,-1.242876078322297e-05,0.0002148561179637909,6.747961015207693e-05
0,8,50,-4.679679841501638e-05,0.00024322261742781848,6.726980063831434e-05
2,20,50,-6.768703315174207e-06,0.00019989864085800946,6.698846846120432e-05
2,22,50,1.3155937267583795e-05,0.00018029824423138052,6.681680679321289e-05
28,5,50,-2.137780211342033e-05,0.00018704657850321382,6.662488158326596e-05
0,12,50,-4.158019874012098e-05,0.00023855229665059596,6.662368832621723e-05
2,11,50,-1.9824505216092803e-05,0.00019156138296239078,6.642818334512413e-05
28,19,50,1.2862682297054562e-06,0.00023503400734625757,6.630540156038478e-05
2,18,50,-3.201127037755214e-05,0.0002197700086981058,6.593346915906295e-05
1,18,50,-4.856586383539252e-05,0.00022914109285920858,6.578207103302702e-05
5,9,50,-5.11276739416644e-05,0.0002320854546269402,6.555437721544877e-05
25,22,50,5.080103801446967e-05,0.00028378760907799006,6.554007268277928e-05
27,12,50,-2.1120309611433186e-05,0.00023344425426330417,6.545424548676237e-05
6,10,50,-2.5318860934930854e-05,0.0002490508195478469,6.541133188875392e-05
27,10,50,-2.2392272512661293e-05,0.00023915385827422142,6.538868183270097e-05
25,26,50,-3.060817834921181e-05,0.00024400318216066808,6.535768625326455e-05
29,3,50,-6.21819490334019e-05,0.000220846151933074,6.532907718792558e-05
1,15,50,-3.1903982744552195e-05,0.00026280820020474494,6.531119288410991e-05
1,0,50,-4.358529986348003e-05,0.0002479814866092056,6.526469951495528e-05
0,19,50,-1.1172294762218371e-05,0.00019853012054227293,6.52003291179426e-05
18,13,50,3.2578707759967074e-05,0.0002062981657218188,6.51705267955549e-05
3,19,50,-2.0534991563181393e-05,0.00022862125479150563,6.492376269306988e-05
29,16,50,-4.901289867120795e-05,0.0002229249948868528,6.479859439423308e-05
24,4,50,-5.435466664494015e-05,0.0002397262869635597,6.466865306720138e-05
31,19,50,-1.4117956197878812e-05,0.0001890708226710558,6.446242332458496e-05
29,26,50,3.346681478433311e-05,0.00020928587764501572,6.426095933420584e-05
21,11,50,-3.2310486858477816e-05,0.0001520936784800142,6.423473678296432e-05
29,4,50,-2.5150775400106795e-05,0.00024140406458172947,6.4198968175333e-05
20,5,50,-2.7786492864834145e-05,0.00019757344853132963,6.386161112459376e-05
24,12,50,-4.765629637404345e-05,0.000248089520027861,6.366849265759811e-05
4,6,50,1.287460349885805e-06,0.00018311236635781825,6.341218977468088e-05
4,20,50,-3.6728382838191465e-05,0.00018769742746371776,6.337642844300717e-05
3,14,50,-1.779794729372952e-05,0.00017963643767870963,6.325244612526149e-05
4,9,50,5.3479670896194875e-05,0.00021618577011395246,6.28423658781685e-05
3,5,50,-3.962397750001401e-05,0.00025436223950237036,6.280064553720877e-05
4,14,50,9.50217236095341e-06,0.000151079599163495,6.26122928224504e-05
2,31,50,-2.489924372639507e-05,0.0002353821910219267,6.253123137867078e-05
8,28,50,1.756906567607075e-05,0.00015031690418254584,6.207227852428332e-05
5,21,50,-3.0200480978237465e-05,0.0002557690313551575,6.205320096341893e-05
26,9,50,-6.372928510245401e-06,0.00018475532124284655,6.197213951963931e-05
23,18,50,-5.040526230004616e-05,0.00019799629808403552,6.166577077237889e-05
25,4,50,3.3245087251998484e-05,0.00016869233513716608,6.121635669842362e-05
19,27,50,-4.2016505176434293e-05,0.0001443180226488039,6.107569060986862e-05
19,1,50,-4.463910954655148e-05,0.00019373920804355294,6.079673767089844e-05
1,20,50,-2.226591095677577e-05,0.00017930845206137747,6.073236363590695e-05
1,19,50,-4.4274329411564395e-05,0.00018750163144432008,6.072759788366966e-05
18,3,50,-4.037261169287376e-05,0.0002294788573635742,6.0702561313519254e-05
26,5,50,-2.391099951637443e-05,0.00018878733681049198,6.0517788369907066e-05
1,5,50,-2.619624137878418e-05,0.00019685631559696048,6.050705997040495e-05
3,1,50,-1.4908313460182399e-05,0.00018943301984108984,6.0458183725131676e-05
2,5,50,9.279250662075356e-06,0.0001672709040576592,6.0429574659792706e-05
18,11,50,-1.0026693416875787e-05,0.00018868585175368935,6.035208571120165e-05
4,30,50,-2.018690065597184e-05,0.00018931932572741061,6.0138703702250496e-05
16,14,50,2.9819011615472846e-05,0.0001514402829343453,6.009817298036069e-05
1,6,50,-2.495765693311114e-05,0.00017023118562065065,6.0048103478038684e-05
4,7,50,-1.565814091009088e-05,0.00018272327724844217,6.002545342198573e-05
3,21,50,-1.4841556549072266e-05,0.00017235643463209271,6.001234214636497e-05
3,4,50,1.2154579053458292e-05,0.0001581738470122218,5.993127706460655e-05
29,19,50,-2.649664929776918e-05,0.00023332629643846303,5.962491195532493e-05
21,23,50,9.701251656224485e-06,0.00017685577040538192,5.956649692961946e-05
1,13,50,-2.4666785975568928e-05,0.0001710108481347561,5.945443990640342e-05
22,5,50,-2.568125637480989e-05,0.000232397360377945,5.926728408667259e-05
28,7,50,-2.3417473130393773e-05,0.0001772780524333939,5.909204628551379e-05
1,14,50,-4.612326665665023e-05,0.0002258794120280072,5.908370076213032e-05
2,4,50,-2.5765895770746283e-05,0.00016999269428197294,5.8763027482200414e-05
25,3,50,-2.6010275178123266e-05,0.00018163881031796336,5.84018234803807e-05
26,16,50,-2.2799968064646237e-05,0.00019243087444920093,5.83767905482091e-05
19,6,50,4.442930276127299e-06,0.00014665268827229738,5.831837552250363e-05
6,0,50,-8.573531886213459e-06,0.0002111454086843878,5.826949927723035e-05
31,8,50,-4.5495035010389984e-05,0.00015136695583350956,5.779266211902723e-05
2,17,50,-2.8415917768143117e-05,0.00020154229423496872,5.7789085985859856e-05
22,6,50,-2.9890537916799076e-05,0.00019217378576286137,5.7709217799128965e-05
25,27,50,-2.0908117221551947e-05,0.0001829831162467599,5.7641267630970106e-05
18,7,50,-3.667831333586946e-05,0.00016741195577196777,5.763292210758664e-05
20,28,50,4.420518962433562e-05,0.00017295189900323749,5.7537556131137535e-05
29,2,50,-5.1605702537926845e-06,0.00015132124826777726,5.7450532040093094e-05
23,19,50,-6.5398216975154355e-06,0.00015115609858185053,5.7270528486697e-05
24,11,50,-4.422545316629112e-05,0.00023203295131679624,5.718827378586866e-05
29,17,50,-4.000306216767058e-05,0.00022023187193553895,5.713343489333056e-05
5,2,50,-2.6663541575544514e-05,0.00023102470731828362,5.7090521295322105e-05
29,27,50,-2.9941797038190998e-05,0.0001784491032594815,5.707383024855517e-05
29,0,50,7.491111773560988e-06,0.00018189623369835317,5.7003497204277664e-05
23,2,50,-3.182768705300987e-05,0.00022484996588900685,5.7002307585207745e-05
4,18,50,-2.9972790798638016e-05,0.00017672372632659972,5.692601189366542e-05
24,30,50,4.097581040696241e-05,0.00016829064406920224,5.6906937970779836e-05
19,30,50,-1.8482207451597787e-05,0.0001850329717854038,5.6886674428824335e-05
2,2,50,-2.3552180209662765e-05,0.00021384836873039603,5.686879012500867e-05
28,16,50,-2.9987097150296904e-05,0.00016593484906479716,5.663752381224185e-05
23,1,50,3.254771218053065e-05,0.0001671158242970705,5.607247294392437e-05
18,2,50,-9.557008525007404e-06,0.00016691518248990178,5.589604552369565e-05
5,1,50,-1.112818699766649e-05,0.00016425101784989238,5.5874585086712614e-05
2,16,50,-4.4956206693314016e-05,0.0001738876453600824,5.584478276432492e-05
0,15,50,-4.281997826183215e-05,0.00017365170060656965,5.5599211918888614e-05
4,1,50,1.7974376532947645e-05,0.0001496714394306764,5.5546759540447965e-05
0,24,50,-2.429842970741447e-05,0.00021670470596291125,5.5545569921378046e-05
17,2,50,-3.529787136358209e-06,0.0001764539338182658,5.5543183407280594e-05
26,20,50,3.2354593713534996e-05,0.00014806007675360888,5.529761256184429e-05
3,28,50,-2.8824806577176787e-05,0.0001736996346153319,5.513191354111768e-05
24,29,50,-1.6500949641340412e-05,0.0002263640781166032,5.5031778174452484e-05
23,14,50,-1.6232728739851154e-05,0.00019155883637722582,5.4963828006293625e-05
4,12,50,4.138946678722277e-06,0.000164863740792498,5.492210402735509e-05
22,20,50,1.9322633306728676e-05,0.00018262396042700857,5.4827927669975907e-05
0,30,50,-2.624630906211678e-05,0.00017837001360021532,5.471825716085732e-05
30,8,50,-4.6178101911209524e-05,0.00012786244042217731,5.467057053465396e-05
24,6,50,-1.5450716091436334e-05,0.0002326390240341425,5.455613063531928e-05
3,9,50,-4.099607394891791e-05,0.00017794841551221907,5.446672366815619e-05
30,20,50,-1.8711090888245963e-05,0.00015661638462916017,5.439996675704606e-05
5,5,50,2.9989481845404953e-05,0.00013462893548421562,5.432725083664991e-05
22,23,50,-1.891017018351704e-05,0.0001788981317076832,5.432248144643381e-05
25,25,50,-4.850864570471458e-05,0.00021980471501592547,5.419254375738092e-05
4,2,50,-8.994340532808565e-06,0.00014013588952366263,5.379319190979004e-05
2,13,50,1.489281657995889e-05,0.00014285325596574694,5.368828715290874e-05
27,15,50,-4.75335109513253e-05,0.00021542316244449466,5.3682328143622726e-05
0,20,50,-2.5871991965686902e-05,0.00021938620193395764,5.354285167413764e-05
25,8,50,-4.596352664520964e-05,0.0002198813162976876,5.353331653168425e-05
5,17,50,9.497403880232014e-06,0.00015606245142407715,5.338549453881569e-05
0,17,50,-2.3825168682378717e-05,0.00016154933837242424,5.337715265341103e-05
24,0,50,1.5527009963989258e-05,0.00017022155225276947,5.326867176336236e-05
19,24,50,-3.478527105471585e-06,0.00015473204257432371,5.321025673765689e-05
29,7,50,6.359815415635239e-06,0.00015152727428358048,5.304932710714638e-05
3,26,50,4.720687684311997e-06,0.0001612839987501502,5.2969455282436684e-05
29,13,50,-4.361748869996518e-05,0.00022128298587631434,5.295395749271847e-05
0,3,50,-3.695845589390956e-05,0.00016512784350197762,5.275845614960417e-05
23,15,50,-2.2295713279163465e-05,0.00023516564397141337,5.2741765102837235e-05
21,21,50,-1.2836456335207913e-05,0.0001790947135305032,5.2485465857898816e-05
23,26,50,-1.6332864106516354e-05,0.00018608011305332184,5.2338837122078985e-05
23,0,50,-2.1373032723204233e-05,0.00015726145647931844,5.221247556619346e-05
16,23,50,-2.9405355235212483e-05,0.00019386429630685598,5.220770981395617e-05
1,24,50,-1.5872716176090762e-05,0.00016851020336616784,5.214571865508333e-05
25,30,50,-6.607770956179593e-06,0.0001469514681957662,5.21242618560791e-05
1,1,50,-4.6736000513192266e-05,0.00016927518299780786,5.2114726713625714e-05
20,19,50,-4.576086939778179e-05,0.0001553589099785313,5.17737862537615e-05
0,4,50,-2.4477243641740642e-05,0.0001706963375909254,5.136370600666851e-05
1,12,50,9.13977601157967e-06,0.00013953581219539046,5.12278093083296e-05
18,0,50,-2.4774075427558273e-05,0.0001555746712256223,5.110025449539535e-05
0,13,50,-3.2104253477882594e-05,0.00016128254355862737,5.088686884846538e-05
1,31,50,-2.2995473045739345e-06,0.00016640535613987595,5.0562619435368106e-05
26,18,50,-4.303932291804813e-05,0.00017867126734927297,5.043983401264995e-05
4,23,50,-3.545761137502268e-05,0.00016724312445148826,5.022048935643397e-05
26,6,50,-1.2252330634510145e-05,0.00017199982539750636,5.018472802476026e-05
27,0,50,5.409717687143711e-06,0.00013594565098173916,5.018472802476026e-05
21,17,50,5.5861473811091855e-06,0.0001486335095250979,4.973411705577746e-05
1,7,50,-2.186298388551222e-06,0.0001458863407606259,4.973173054168001e-05
25,29,50,3.483176260488108e-05,0.0002135589747922495,4.969477595295757e-05
4,3,50,-1.9788741667525755e-07,0.0001286471087951213,4.961013837601058e-05
0,7,50,-4.067301779286936e-05,0.00017004767141770571,4.954457108397037e-05
26,24,50,-2.2312402506940998e-05,0.00022126585827209055,4.936337427352555e-05
20,6,50,-3.2949446904240176e-06,0.00016273418441414833,4.906892718281597e-05
0,22,50,-3.552675116225146e-05,0.00015432012150995433,4.8763751692604274e-05
1,2,50,-2.5999546778621152e-05,0.00016799275181256235,4.873752550338395e-05
19,28,50,-8.661747415317222e-06,0.00014056608779355884,4.865646405960433e-05
6,30,50,-2.8351545552141033e-05,0.00012028935452690348,4.8547983169555664e-05
27,2,50,-2.8740167181240395e-05,0.00012450965004973114,4.847168747801334e-05
16,24,50,-4.700422323367093e-06,0.00016030416009016335,4.838586028199643e-05
29,15,50,-4.250884012435563e-05,0.00018058931163977832,4.836201696889475e-05
20,16,50,-4.469156192499213e-05,0.0001664832088863477,4.827737939194776e-05
5,6,50,-9.021759069582913e-06,0.00012500562297645956,4.823684867005795e-05
1,27,50,1.833558053476736e-05,0.00013822593609802425,4.8214198614005e-05
23,30,50,1.5074014299898408e-05,0.00013252049393486232,4.813790292246267e-05
18,6,50,-1.2004375093965791e-05,0.00015796764637343585,4.8129557399079204e-05
3,12,50,-3.4525393857620656e-05,0.00013434233551379293,4.788637306774035e-05
18,1,50,-4.116296622669324e-05,0.00016679211694281548,4.750013249577023e-05
27,18,50,-2.8709173420793377e-05,0.00015589417307637632,4.738449933938682e-05
20,4,50,-3.832340371445753e-05,0.00021570739045273513,4.726171391666867e-05
25,24,50,-1.7076730728149414e-05,0.0001591478503542021,4.717707633972168e-05
19,5,50,-2.053737625828944e-05,0.000133427805849351,4.683017687057145e-05
2,8,50,-2.844691334757954e-05,0.0001577610819367692,4.675507443607785e-05
28,1,50,-2.8371810003591236e-06,0.000164004901307635,4.6353339712368324e-05
22,26,50,-4.1863917431328446e-05,0.00021067942725494504,4.5659540774067864e-05
5,27,50,2.2917985916137695e-05,0.00015108558000065386,4.551291567622684e-05
0,28,50,1.5050172805786133e-05,0.00013116617628838867,4.5367480197455734e-05
18,9,50,2.7310848054185044e-06,0.00015494265244342387,4.523396637523547e-05
2,3,50,-3.0158758818288334e-05,0.0001575344940647483,4.5055152440909296e-05
27,31,50,-1.2326240721449722e-05,0.00015355089271906763,4.501819785218686e-05
3,15,50,1.2305975360504817e-05,0.0001367097720503807,4.498839552979916e-05
16,11,50,-2.5770663341972977e-05,0.0001787161163520068,4.495859320741147e-05
5,30,50,1.5126466678339057e-05,0.0001413133868481964,4.4912099838256836e-05
0,9,50,-3.2036303309723735e-05,0.00015890538634266704,4.44149955001194e-05
3,10,50,-1.1420249848015374e-06,0.00010863377247005701,4.4102667743572965e-05
24,7,50,-1.6642808986944146e-05,0.0001343554467894137,4.400372563395649e-05
4,4,50,-3.123164060525596e-05,0.0001265537430299446,4.387736407807097e-05
20,29,50,2.962350890811649e-06,0.00011078561510657892,4.37438502558507e-05
2,29,50,-1.3196467989473604e-06,0.0001380398462060839,4.367709334474057e-05
4,27,50,-2.4085044060484506e-05,0.00015055880066938698,4.366636130725965e-05
26,17,50,-1.2927055649925023e-05,0.00012621017231140286,4.3392181396484375e-05
1,8,50,2.097725882777013e-05,0.00012261401570867747,4.326701309764758e-05
1,29,50,6.806850478824344e-07,0.0001235886593349278,4.311203883844428e-05
3,2,50,-1.9115210307063535e-05,0.00012740213423967361,4.2933224904118106e-05
5,29,50,-8.95500215847278e-06,0.00012958327715750784,4.286527473595925e-05
18,21,50,-1.1897086551471148e-06,0.0001492029259679839,4.248857658240013e-05
1,25,50,-2.093672810588032e-05,0.000152520282426849,4.227757381158881e-05
29,5,50,-7.194280442490708e-06,0.00012491070083342493,4.200100738671608e-05
0,5,50,-1.8652677681529894e-05,0.00015193739091046154,4.175067078904249e-05
28,4,50,-3.28803071170114e-05,0.00015200080815702677,4.163026824244298e-05
21,22,50,-1.4317035493149888e-05,0.0001188358583021909,4.158973752055317e-05
25,9,50,-2.4263857994810678e-05,0.00015565063222311437,4.143476326134987e-05
29,1,50,-3.498911974020302e-05,0.0001523934624856338,4.138350413995795e-05
1,17,50,-1.6527175830560736e-05,0.00011313981667626649,4.082918167114258e-05
0,29,50,-1.5752315448480658e-05,0.00011138414993183687,4.0490627725375816e-05
31,17,50,2.6249886104778852e-06,0.0001282083976548165,4.03547273890581e-05
20,15,50,-3.268361251684837e-05,0.00012091483949916437,4.025101588922553e-05
0,10,50,-3.461599408183247e-05,0.0001182068299385719,3.968000237364322e-05
26,8,50,-1.6610621969448403e-05,0.00010405192733742297,3.95989409298636e-05
28,2,50,-2.8096437745261937e-05,0.00015525741036981344,3.9521455619251356e-05
17,28,50,-3.0572413379559293e-05,0.0001009687184705399,3.923177791875787e-05
0,1,50,-7.030963843135396e-06,0.00010706829925766215,3.917932554031722e-05
1,9,50,-8.416175774073054e-07,0.00011626169725786895,3.915071647497825e-05
23,10,50,2.2995473045739345e-06,0.00012201932986499742,3.8791895349277183e-05
0,2,50,1.18947027658578e-05,0.0001096615451388061,3.8697718991898e-05
3,27,50,-4.148483185417717e-06,0.00012428523041307926,3.866195766022429e-05
2,15,50,-2.912640593422111e-05,0.00014477757213171571,3.821492282440886e-05
4,28,50,-3.7229060581012163e-06,0.00010824126366060227,3.817439210251905e-05
19,29,50,1.5296936908271164e-05,0.00016062356007751077,3.8032532756915316e-05
25,1,50,-9.150505320576485e-06,0.00010811629908857867,3.792285860981792e-05
4,21,50,-9.709596270113252e-06,0.00010301500878995284,3.773093339987099e-05
5,4,50,1.1254549463046715e-05,0.00010277817636961117,3.764033317565918e-05
2,9,50,-1.849889667937532e-05,0.00011810599244199693,3.756046135094948e-05
25,0,50,-3.006458246090915e-05,0.00014686459326185286,3.7350655475165695e-05
25,2,50,-3.038644717889838e-05,0.00016064643568824977,3.7319659895729274e-05
0,6,50,1.0553598258411512e-05,0.00010051268327515572,3.5444496461423114e-05
25,10,50,-2.25305555545674e-07,0.00011470178287709132,3.511786417220719e-05
3,16,50,8.443594197160564e-06,0.00012291420716792345,3.4662483813008294e-05
0,27,50,-2.2767782866139896e-05,0.00010154493793379515,3.4042597690131515e-05
21,6,50,-1.338243509962922e-05,8.669790986459702e-05,3.402471702429466e-05
2,30,50,5.269050689094001e-07,0.00012365423026494682,3.3707619877532125e-05
24,15,50,2.2264719518716447e-05,0.00010958486382151023,3.3668278774712235e-05
29,6,50,-3.139972614008002e-05,0.00014343191287480295,3.3607484510866925e-05
24,28,50,-1.8055439795716666e-05,0.00014022865798324347,3.2989977626129985e-05
27,13,50,1.561164935992565e-05,8.804126991890371e-05,3.0603408958995715e-05
0,14,50,-4.465579877432901e-06,8.782199438428506e-05,2.9950142561574467e-05
5,10,50,-7.86066084401682e-06,9.441590373171493e-05,2.9370785341598094e-05
3,3,50,-1.4278888556873426e-05,8.003352559171617e-05,2.930402843048796e-05
25,28,50,-9.4616416390636e-06,7.987581193447113e-05,2.5545357857481577e-05
21,20,50,8.219480150728486e-06,9.099412272917107e-05,2.4346112695639022e-05
31,10,50,-1.4680624190077651e-05,7.778502913424745e-05,2.2124051611172035e-05
2,21,50,-1.2743473234877456e-05,5.6826818763511255e-05,1.8548966181697324e-05
0,31,50,-4.577636616431846e-07,6.8598028519772924e-06,2.079010073430254e-06
